"","SRR1275356","SRR1274090","SRR1275251","SRR1275287","SRR1275364","SRR1275269","SRR1275263","SRR1275242","SRR1275338","SRR1274117","SRR1274089","SRR1275248","SRR1275345","SRR1274125","SRR1275270","SRR1275300","SRR1275294","SRR1274122","SRR1275299","SRR1275277","SRR1275370","SRR1275293","SRR1274128","SRR1275348","SRR1275245","SRR1274084","SRR1275335","SRR1275342","SRR1275363","SRR1275280","SRR1275264","SRR1275369","SRR1274131","SRR1275351","SRR1275256","SRR1275252","SRR1275355","SRR1275258","SRR1275260","SRR1275367","SRR1275284","SRR1275346","SRR1274114","SRR1275241","SRR1275279","SRR1275297","SRR1275273","SRR1274126","SRR1275290","SRR1275274","SRR1274121","SRR1275341","SRR1275336","SRR1274119","SRR1274087","SRR1274113","SRR1275246","SRR1274132","SRR1275267","SRR1275289","SRR1275283","SRR1275360","SRR1275255","SRR1275358","SRR1275352","SRR1274130","SRR1275265","SRR1275368","SRR1275281","SRR1275362","SRR1275257","SRR1275350","SRR1274129","SRR1275292","SRR1275371","SRR1275298","SRR1275276","SRR1274123","SRR1275343","SRR1275334","SRR1274085","SRR1274111","SRR1275349","SRR1275244","SRR1275249","SRR1275344","SRR1274088","SRR1274116","SRR1275243","SRR1275339","SRR1275301","SRR1275295","SRR1275271","SRR1274124","SRR1275250","SRR1275357","SRR1275262","SRR1275365","SRR1275286","SRR1275268","SRR1275361","SRR1275282","SRR1275266","SRR1275288","SRR1274133","SRR1275353","SRR1275254","SRR1275359","SRR1274120","SRR1275275","SRR1275291","SRR1275247","SRR1274086","SRR1274112","SRR1274118","SRR1275337","SRR1275340","SRR1274115","SRR1275347","SRR1274127","SRR1275272","SRR1275278","SRR1275302","SRR1275296","SRR1275354","SRR1275259","SRR1275253","SRR1275285","SRR1275366","SRR1275261"
"ABI1",0,0,0,98,0,634,1265,0,0,0,0,1,0,0,28,0,24,0,0,0,0,743,0,549,0,1,0,83,0,3,68,8,0,0,14,0,0,0,0,0,0,0,0,0,106,0,1,0,5,0,1,0,0,0,1133,0,0,0,0,116,5,0,476,109,0,0,0,312,375,0,0,0,0,4,0,0,0,4,6,0,0,0,21,9,58,1,29,0,207,0,0,0,839,0,2,0,0,0,0,0,0,10,0,1,140,0,0,3,0,0,75,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,1
"ABI2",1,22,542,6,1777,467,8,72,79,247,1007,2,0,2830,15,7,2,5,226,107,0,90,0,0,3297,7,168,0,0,22,1,10,1515,0,0,16,0,0,1,9,20,0,0,2234,1151,102,2,46,19,0,229,0,7892,92,985,0,161,18,3211,326,1073,0,1,1,60,61,0,128,734,0,8,0,3465,2,0,2,1,747,0,3549,246,93,0,2,0,19,21,0,39,4,0,3,151,20,0,0,0,68,0,145,1,18,0,0,324,2,30,0,2,107,72,104,3,1,4,374,0,0,0,8,1,4,0,0,122,1,740,49,464,10
"ABL1",1,0,0,1,0,328,27,0,0,3,0,8,1,1,15,0,0,0,2,215,0,0,1,0,0,2,0,1,0,0,1,1,0,0,116,0,29,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,42,0,2147,212,0,0,79,16,0,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,12,20,0,0,0,2451,0,0,0,0,0,0,0,17,0,0,0,18,0,140,0,0,7,0,0,88,278,0,0,0,0,0,0,2,5,0,6,135,0,736,0,0,417,0,0
"ABL2",0,2,0,6,0,0,70,0,0,0,32,0,0,10,0,0,0,0,7,1,0,0,0,0,191,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,1,9,0,13,7,139,0,0,0,0,1,0,242,0,0,0,9,0,0,0,114,0,0,0,1,0,83,9,816,0,0,157,1,0,0,4,0,0,0,0,1,2,0,24,0,0,0,0,557,0,0,104,7,0,0,0,1,0,0,0,0,23,15,0,0,0,0,0,0,0,0,15,1,0,1,16,0,7,1,0,0,0,0,3,0,2,0,27,8,0
"ABLIM1",0,0,0,0,0,0,1,0,0,1,0,86,0,0,0,187,0,0,6300,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0,30,1,2,0,72,0,2,0,0,0,67,0,0,1,1,2046,319,0,0,0,0,0,86,1,1558,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,166,1014,0,0,0,0,0,57,0,0,41,24,0,20,0,0,0,0,0,0,2709,0,0,1,0,0,0,0,0,17,0,0,4,1,0,0,2261,0,0
"ABRACL",1,9,3,0,1,320,38,4,0,439,571,0,0,121,12,13,29,3,419,1,0,1385,1,0,1362,2,0,0,0,0,4,0,107,0,0,1,3,0,0,0,6,0,8,45,0,0,12,4,6,0,75,0,0,125,410,235,54,1,0,193,129,0,0,0,0,6,12,2,9,1,0,0,483,1,0,0,0,581,0,0,362,4,0,0,0,0,3,27,0,0,41,0,191,8,0,0,16,0,0,0,0,0,3,0,78,0,0,0,1,64,16,0,5,0,12,0,2,984,0,39,6,0,2,0,137,0,0,0,0,348
"ABT1",0,2,0,0,1489,0,0,9,0,0,57,0,21,692,0,0,23,2,0,0,0,669,9,1,0,8,0,0,0,0,0,0,74,55,0,0,0,0,0,0,0,0,8,246,0,139,0,9,0,0,255,0,31,0,0,322,0,0,56,0,6,0,0,1584,0,0,0,0,1069,0,0,2231,0,12,0,7,0,2956,0,0,133,0,0,2,0,518,0,8,40,0,0,0,0,59,0,0,15,56,4,2,0,25,0,0,270,0,0,29,0,0,478,24,0,1,0,0,0,365,0,661,0,0,0,0,0,0,0,97,0,250
"ACAA1",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ACAA2",1,0,0,338,0,2689,0,239,0,5,3,2,13,585,121,0,0,0,0,3,0,8,0,0,0,1,0,0,153,0,0,41,203,26,0,0,0,454,0,0,0,0,8,4176,1,2,8,9,0,0,2,0,0,642,92,732,0,3,1,1,11,0,1,0,0,0,2,0,1,4712,9841,890,0,0,0,0,0,507,0,0,354,526,0,0,0,295,2,29,1,0,1,4,6,13,0,0,585,0,0,0,0,1,0,13,16,0,0,0,9,1,2,40,9,8,1,0,0,1306,0,25,0,0,0,0,0,0,1,1,0,12579
"ACACB",0,0,0,0,0,0,0,0,0,10,0,8,0,3,0,0,0,4,0,0,0,0,0,38,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,1,0,0,0,0,0,1,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ACAD10",0,0,0,0,47,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,2,19,0,0,0,1,0,0,7,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8,0,4,1158,2564,0,0,0,0,0,156,0,0,283,0,0,0,0,0,2,0,525,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,40,3,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,2,0,0,0,0,1,0,8,0,17
"ACAD8",0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,33,0,0,0,0,1,0,0,6,0,0,0,0,0,0,35,0,0,0,0,0,17,0,1,0,0,0,0,0,0,25,0,0,1676,0,0,10,0,0,0,1,0,0,69,0,0,0,0,8,0,0,0,0,0,0,313,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,251,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,197,0,0,0,0
"ACADM",0,2,0,0,1,165,0,52,6091,52,303,0,46,110,6,0,0,9,0,0,222,0,5,1,0,0,0,0,0,2,0,0,1025,0,0,0,0,0,0,0,12,2,7,1696,57,0,108,1,9,2,532,0,0,5,2829,319,0,11,498,230,1005,1,1,1,6,11,54,0,14,0,3,0,647,0,8,0,2,634,0,0,221,1026,0,0,0,1229,38,15,5,210,1,1097,291,9,0,0,109,0,4,26,0,1,7,0,0,2,0,0,1,115,0,0,2,23,2,0,0,379,0,323,14,0,0,26,0,0,0,239,0,2559
"ACADSB",0,0,0,0,0,229,0,0,0,20,0,0,0,32,9,0,0,0,1,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,2,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0
"ACADVL",0,0,4,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,83,0,0,30,0,0,0,0,0,2,1,1,0,177,0,0,1,0,2,0,0,0,0,0,0,29,0,0,0,0,0,1,0,4314,0,15,0,0,1,2,0,4,1,7,41,0,0,1,0,0,93,6,0,0,0,0,0,0,28,0,0,48,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,28,0,0,2,18,0,238,0,5,0,1784,0,1,0,0,0,0,0,358,0,9
"ACAP2",0,2,0,4,8,0,131,4,0,672,175,2,32,2,0,0,1,1,0,407,0,43,12,20,0,0,0,1,0,0,1,0,19,0,0,0,0,0,0,0,5,0,0,124,2,10,955,0,0,29,19,4,0,7,1615,39,0,0,622,0,212,2495,0,4,6,0,0,2,4,33,0,0,0,10,0,0,0,3,0,0,2,2,0,0,13,922,30,0,12,0,3,0,105,0,0,0,0,0,0,19,53,0,0,0,88,0,59,0,0,2,676,197,0,0,17,0,56,1,0,740,3,14,0,0,1,0,952,4,0,0
"ACAP3",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,326,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0,14,0,0,14,0,31,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,96,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ACAT1",0,1,0,6,0,5,0,42,0,33,22,0,0,1689,0,0,0,0,2,38,2,0,6,1,0,0,0,0,140,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1135,172,190,1136,28,2,23,0,0,9,2322,103,0,0,0,270,17,43,0,0,0,0,0,65,0,839,5425,0,1,0,1,0,4,1,86,0,0,312,17,0,0,0,0,3,0,0,0,902,1666,1,3,0,0,0,0,2,9,0,22,6,0,2,0,0,1,34,34,82,0,6,1,0,0,0,0,0,257,0,0,48,34,1,0,0,158,0,0
"ACAT2",1,0,881,0,0,1760,496,644,3810,922,1,3,41,1063,63,0,0,3,0,1,0,0,31,3759,0,1,95,0,0,15,23,0,207,0,90,30,0,0,0,0,0,38,26,11765,466,0,0,17,0,0,106,0,3,2297,1638,872,0,6,886,0,8,4013,1572,0,3584,1,1,4,355,0,0,1,128,3,0,0,4,63,0,1612,1093,777,174,167,1,1099,30,0,3104,191,0,162,141,0,0,0,0,0,0,50,145,8,0,0,68,122,0,0,66,125,220,135,23,13,27,0,1,66,1,1622,0,0,0,5,0,22,0,0,3,0
"ACBD3",0,5,258,0,0,1,540,0,0,1,495,0,0,4,0,0,0,0,0,405,0,14,0,2,0,0,0,0,0,0,12,0,4,0,0,8,0,0,0,0,7,493,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,103,1,401,1,10,76,0,0,0,0,1,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,209,0,224,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,5,10,15,0,0,0,0,0,0,0
"ACBD5",0,4,0,0,0,252,0,0,25,66,177,0,37,1,5,0,0,0,0,139,0,0,0,0,0,0,0,301,0,0,0,0,436,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,160,115,0,4,0,1,14,0,4,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,10,0,0,0,0,0,5,1221,1,0,0,2,0,80,0,0,1,0,1,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,10
"ACBD6",0,8,0,479,1,5,1,0,1102,211,491,0,0,380,0,4,0,0,135,206,0,0,14,0,0,8,0,0,0,21,0,0,598,0,0,0,0,0,0,0,5,0,0,0,574,3,140,6,0,4,6,0,0,34,5,61,0,9,0,0,227,71,0,0,0,12,110,0,20,0,0,0,615,0,0,0,0,0,0,0,152,772,0,0,32,0,0,0,0,51,0,889,0,0,2,0,0,0,0,0,5,0,18,8,233,0,4,0,1,0,44,0,2,18,6,0,5,0,0,597,0,5,0,20,0,0,106,0,0,0
"ACBD7",0,0,0,0,0,220,0,0,0,131,1,0,0,160,13,0,0,6,0,0,0,0,1,0,0,4,0,0,4,0,0,0,1,26,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,374,0,0,0,7,877,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,933,0,0,0,0,0,2100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
"ACD",1,2,0,0,0,99,0,1,983,0,70,0,0,0,5,0,0,0,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,0,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,91,7,0,0,182,0,0,0,14,1,0,0,0,0,0,0,2,0,0,0,0,0,0,55,0,0,0,4,1056,50,0,595,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,179,0,0,0,0,0,0,0,225,0,0,0,0,0,18,0,0,0,0,0,0
"ACER3",2,26,0,0,50,210,7,0,1,175,2268,1,0,3,10,0,1,1,0,161,0,153,0,160,1,0,0,0,0,0,0,0,655,0,0,0,0,1,0,0,0,4,2,0,5,8,111,0,0,2,149,0,1,0,0,202,0,5,0,2,1,0,0,2,85,0,12,2,422,0,22,1,0,2,0,2,0,0,0,0,400,0,7,0,44,0,0,16,0,0,0,334,138,0,0,0,0,1,0,0,0,3,5,0,0,0,1,0,0,3,78,24,4,0,3,0,1,850,0,8,2,5,0,2,0,0,0,5,1,0
"ACIN1",2,0,0,5,71,311,0,0,0,9,9,2,0,148,17,0,0,0,5,44,0,0,1,0,244,8,0,0,0,0,0,0,154,19,0,1,12,35,0,114,1,0,0,0,1,18,1,1,0,0,2,0,0,2,158,5,9,2,0,0,61,232,15,0,42,4,286,0,60,0,570,615,244,4,0,0,0,522,0,0,2,70,0,0,1003,1,1,4,2,0,1687,25,158,8,57,0,0,1,4,0,8,4,49,1,408,0,0,0,0,21,118,59,0,3,0,0,1,247,0,24,6,2,96,1,285,0,0,155,3221,0
"ACKR3",0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,74,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,552,0,0
"ACLY",0,9,7266,1172,0,2543,1964,0,2,335,883,0,106,153,111,29,5,26,1197,2,20,277,7,109,4,10,0,0,24,2,97,0,186,0,256,370,0,0,19,0,16,54,0,0,76,45,49,4,0,1,1214,0,3,670,2763,1,0,3,2606,0,707,0,6739,1874,0,0,481,0,1187,953,7,0,2,0,1,1,5,794,0,0,692,47,4,0,1,2638,49,29,5,0,0,2,26,15,0,0,696,0,0,122,0,39,90,41,388,0,1,48,9,157,18,0,7,0,6,0,0,1200,2,695,1,0,0,0,0,348,2,1,3,13488
"ACMSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,308,0,0,8,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"ACO1",0,0,0,0,0,1206,27,0,0,19,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,35,0,0,1,7,0,0,0,0,0,2,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,8,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
"ACO2",0,0,2634,0,0,2560,0,0,34,0,0,12,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,0,1,0,149,0,0,232,0,10,33,0,0,36,139,0,0,0,0,0,27,20,0,39,0,0,0,2424,0,339,5341,0,119,50,0,0,0,410,0,3,4,0,0,0,5,0,129,0,0,0,0,0,0,0,0,2,6,0,0,0,0,23,0,0,0,0,0,2,141,150,15,0,0,0,3,0,1,0,0,0,92,0,0,0,2,807,457,0,0,3,0,0,0,0,2901,0,67,0,0
"ACOT13",0,12,1,1,0,511,103,27,1676,73,498,0,38,78,22,23,42,0,824,244,0,1377,12,13,0,9,0,0,0,0,2,0,0,0,331,0,0,0,0,0,0,233,3,573,0,0,39,2,0,2,9,0,0,18,708,89,0,0,0,0,0,0,8938,0,8,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,1,1103,13,8,0,64,0,1,0,0,0,0,0,0,0,0,0,0,7,0,368,1,0,0,0,0,54,2,1,0,2,0,0,465,5,351,0,7,0,0,1,0,1,2,0,0
"ACOT2",0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,114,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,83,0,0,0,0,0,0,0,1,0,0,28,0,182,0,2,0,0,0,0,0,0,0,0,0,22
"ACOT7",0,12,16,68,0,0,0,0,0,0,738,0,2,323,0,6,17,0,185,447,0,784,15,0,1,15,0,0,1,20,0,0,678,0,0,1,0,0,3,0,11,0,0,0,726,177,506,5,0,16,0,0,0,321,165,0,0,5,0,0,479,0,0,4,1,0,2,0,302,101,0,0,1,0,0,4,0,0,0,2,364,5,0,86,0,37,5,4,1451,0,105,63,288,0,0,0,0,0,0,0,0,8,0,0,748,0,0,0,5,0,0,0,5,0,0,0,0,337,0,1170,7,20,5,3,0,52,0,15,0,3
"ACOT8",0,0,0,0,0,214,286,0,4761,0,0,3,34,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,2,0,0,1,2957,0,1,721,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,879,0,0,0,288,0,14,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,96,0,1,0,0,3,0,0,0,7,0,0
"ACOT9",0,0,0,8,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,405,20,0,0,0,32,0,0,0,0,0,0,0,0,74,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,0,0,50,501,0,0,80,0,0,0,0,0,9,0,0,0,0,23,0,9,0,0,509,0,1,1,2,0,0,0,0,0,1,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"ACOX1",24,0,0,4,1,496,72,75,0,105,5,14,0,3,21,6,4,2,461,208,0,111,0,4,0,0,0,212,2,14,3,5,0,0,8,0,0,0,0,0,6,0,3,1239,533,0,7009,0,0,197,40,0,586,0,0,108,0,0,1,4,363,0,146,0,246,2,30,0,73,237,7,2,0,0,0,0,0,2,7,1,301,40,0,6,0,4,0,0,84,0,0,374,7,0,0,1,2,0,0,0,0,3,7,0,9,6,6,0,0,9,3,409,10,1,2,19,2,0,0,0,1,3,0,7,0,0,114,26,0,61
"ACOX3",0,2,0,18,0,0,108,59,0,0,0,0,0,0,0,15,0,0,735,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,73,0,0,0,0,0,0,4,0,919,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,151,0,1507,0,0,0,0,0,29,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,85,0,0,0,0,0,2,0,0,0,0,0,57,0,1,0,0,0,0,0
"ACP1",0,36,0,1909,0,0,605,56,0,1743,1670,10,115,411,0,85,16,0,2514,637,0,661,61,122,1,7,0,5,0,12,23,17,540,89,0,0,0,0,0,0,12,2,0,1365,443,79,3,11,73,0,2,0,1,519,929,3,0,5,0,1966,587,2189,0,1,29,7,3,423,63,4,0,3023,723,1,0,1,8,628,0,0,679,3667,11,89,0,3709,20,45,1920,0,1537,5,96,11,0,0,61,0,22,0,43,2,0,63,236,1,0,0,17,354,182,382,16,73,28,0,1,1634,0,3357,2,12,87,0,2,0,0,826,0,1111
"ACP2",0,0,2,0,0,1186,1,0,0,0,0,0,5,5,65,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2564,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,185,0,177,0,0,0,0,0,0,0,0,0,0
"ACP6",0,0,0,1,0,2,1900,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,1,0,122,0,0
"ACSBG2",0,0,0,916,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,21,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0
"ACSL1",0,0,1,2,0,53,1,0,0,0,0,0,0,0,1,4,0,0,237,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,141,0,0,0,0,0,0,771,0,0,0,0,0,4,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,68,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSL3",0,0,0,7,0,1099,0,0,4402,315,10,0,0,159,51,0,0,39,0,0,20,0,6,0,1,1,0,0,0,18,0,0,9,0,31,0,0,0,157,0,18,3667,2,0,705,0,192,2,0,4,1703,0,0,76,0,198,0,0,93,1,730,0,947,0,25,0,30,0,357,0,12,0,1,4,1,0,0,23,0,0,0,0,0,6,0,0,0,6,47,188,0,0,1,0,0,0,0,0,0,2,0,5,5,0,111,1,0,0,1,2,176,1,0,0,5,0,0,368,98,315,0,0,0,0,0,2811,16,2,0,0
"ACSL4",0,0,0,0,0,0,0,0,0,271,2,0,0,750,0,76,16,0,3038,1,0,844,0,2,0,1,0,0,0,36,0,0,0,0,109,0,0,18,0,0,1,0,0,0,1308,0,80,14,0,2,6,0,0,1070,619,1,0,0,3,2,104,0,3054,0,0,0,16,0,0,0,339,0,0,0,0,0,1,254,0,0,161,0,0,0,0,2,13,0,0,0,0,87,0,5,0,0,0,0,0,0,0,0,3,0,72,0,0,0,22,9,0,0,2,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
"ACSL6",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,2,2,1,1468,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,116,7,1,1,3,0,0,0,81,0,0,0,1,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ACTB",19957,99,64392,8469,11678,52563,46945,3170,55080,6078,10631,263,581,8289,2583,655,386,28,21340,7456,11324,16960,69,16519,29935,46,431,39608,739,132,2327,699,3191,282,2796,3308,424,1493,1929,680,159,25990,51,55042,4937,8350,11253,83,155,337,3533,441,4658,16779,25586,5699,1636,15,10030,4192,6994,15506,60364,31143,12182,51,2451,18388,6219,22653,29424,9546,5697,94,358,279,176,16197,1367,8054,8115,13710,962,786,11667,16088,269,90,13922,2936,12796,8514,5759,153,591,1034,1729,415,225,554,385,146,452,244,3380,383,817,809,152,6968,3466,5907,68,122,61,247,11002,10399,771,9605,165,206,732,229,12091,25088,14627,7042,20643,32235
"ACTG1",5932,63,11182,2416,599,34899,30831,694,11026,3408,5070,101,277,5790,1777,221,176,39,7358,2720,3500,7265,174,18853,3991,52,391,21161,670,137,1636,535,2382,391,1874,585,26,504,1103,444,71,10932,67,12370,5533,2408,14849,66,39,430,2828,522,10024,10255,17816,5864,244,15,22047,1250,3244,17355,38064,11301,6606,52,710,0,2480,19368,8892,13473,4069,41,119,69,64,10366,768,6224,7805,10652,1133,934,7128,6922,245,154,14630,582,9409,5545,1511,127,409,324,622,24,67,1308,510,60,182,72,3789,222,12,287,149,2702,1728,1677,91,138,53,589,13202,10760,383,14401,49,71,558,178,635,12750,301,2907,12291,11600
